"Year";"month";"SOI";"P";"Panomaly"
1991;"May";-19.3;23.97;-16.47
1991;"Jun";-5.5;43.6;13.43
1991;"Jul";-1.7;29.56;-2.62
1991;"Aug";-7.6;20.46;-8.05
1991;"Sep";-16.6;16.27;-9.96
1991;"Oct";-12.9;12.26;-24.03
1991;"Nov";-7.3;35.17;-12.14
1991;"Dec";-16.7;77.72;5.82
1992;"Jan";-25.4;53.37;-47.52
1992;"Feb";-9.3;135.89;46.83
1992;"Mar";-24.2;28.23;-46.49
1992;"Apr";-18.7;29.2;-16.39
1992;"May";0.5;42.46;2.02
1992;"Jun";-12.8;15.98;-14.19
1992;"Jul";-6.9;18.93;-13.25
1992;"Aug";1.4;33.23;4.72
1992;"Sep";0.8;37.92;11.69
1992;"Oct";-17.2;36;-0.29
1992;"Nov";-7.3;50.3;2.99
1992;"Dec";-5.5;113.19;41.29
1993;"Jan";-8.2;94.4;-6.49
1993;"Feb";-7.9;93.38;4.32
1993;"Mar";-8.5;34.14;-40.58
1993;"Apr";-21.1;8.52;-37.07
1993;"May";-8.2;21.23;-19.21
1993;"Jun";-16;22.66;-7.51
1993;"Jul";-10.8;53.54;21.36
1993;"Aug";-14;25.51;-3
1993;"Sep";-7.6;41.96;15.73
1993;"Oct";-13.5;44.71;8.42
1993;"Nov";0.6;43.94;-3.37
1993;"Dec";1.6;72.13;0.23
1994;"Jan";-1.6;53.54;-47.35
1994;"Feb";0.6;113.82;24.76
1994;"Mar";-10.6;81.69;6.97
1994;"Apr";-22.8;16.09;-29.5
1994;"May";-13;15.09;-25.35
1994;"Jun";-10.4;21.82;-8.35
1994;"Jul";-18;12.38;-19.8
1994;"Aug";-17.2;9.41;-19.1
1994;"Sep";-17.2;11.07;-15.16
1994;"Oct";-14.1;23.08;-13.21
1994;"Nov";-7.3;39.74;-7.57
1994;"Dec";-11.6;36.28;-35.62
1995;"Jan";-4;122;21.11
1995;"Feb";-2.7;98.53;9.47
1995;"Mar";3.5;60.24;-14.48
1995;"Apr";-16.2;21.83;-23.76
1995;"May";-9;51.63;11.19
1995;"Jun";-1.5;30.26;0.09
1995;"Jul";4.2;20.86;-11.32
1995;"Aug";0.8;19.59;-8.92
1995;"Sep";3.2;27.94;1.71
1995;"Oct";-1.3;43.48;7.19
1995;"Nov";1.3;66.17;18.86
1995;"Dec";-5.5;59.86;-12.04
1996;"Jan";8.4;141.96;41.07
1996;"Feb";1.1;50.6;-38.46
1996;"Mar";6.2;65.26;-9.46
1996;"Apr";7.8;32.21;-13.38
1996;"May";1.3;47.2;6.76
1996;"Jun";13.9;30.46;0.29
1996;"Jul";6.8;44.54;12.36
1996;"Aug";4.6;35.56;7.05
1996;"Sep";6.9;36.09;9.86
1996;"Oct";4.2;49.05;12.76
1996;"Nov";-0.1;35.86;-11.45
1996;"Dec";7.2;73.01;1.11
1997;"Jan";4.1;104.22;3.33
1997;"Feb";13.3;122.87;33.81
1997;"Mar";-8.5;78.5;3.78
1997;"Apr";-16.2;8.03;-37.56
1997;"May";-22.4;42.92;2.48
1997;"Jun";-24.1;20.85;-9.32
1997;"Jul";-9.5;12.05;-20.13
1997;"Aug";-19.8;16.29;-12.22
1997;"Sep";-14.8;35.04;8.81
1997;"Oct";-17.8;26.89;-9.4
1997;"Nov";-15.2;46.62;-0.69
1997;"Dec";-9.1;99.2;27.3
1998;"Jan";-23.5;114.54;13.65
1998;"Feb";-19.2;83.78;-5.28
1998;"Mar";-28.5;39.97;-34.75
1998;"Apr";-24.4;64.35;18.76
1998;"May";0.5;36.9;-3.54
1998;"Jun";9.9;45.88;15.71
1998;"Jul";14.6;56.65;24.47
1998;"Aug";9.8;49.91;21.4
1998;"Sep";11.1;59.42;33.19
1998;"Oct";10.9;47.69;11.4
1998;"Nov";12.5;73.09;25.78
1998;"Dec";13.3;61.93;-9.97
1999;"Jan";15.6;115.54;14.65
1999;"Feb";8.6;96.79;7.73
1999;"Mar";8.9;96.61;21.89
1999;"Apr";18.5;49.24;3.65
1999;"May";1.3;25.74;-14.7
1999;"Jun";1;29.43;-0.74
1999;"Jul";4.8;28.26;-3.92
1999;"Aug";2.1;24.99;-3.52
1999;"Sep";-0.4;17.71;-8.52
1999;"Oct";9.1;47.15;10.86
1999;"Nov";13.1;93.94;46.63
1999;"Dec";12.8;107.19;35.29
2000;"Jan";5.1;58.31;-42.58
2000;"Feb";12.9;150.98;61.92
2000;"Mar";9.4;69.25;-5.47
2000;"Apr";16.8;74.42;28.83
2000;"May";3.6;43.44;3
2000;"Jun";-5.5;31.79;1.62
2000;"Jul";-3.7;18.11;-14.07
2000;"Aug";5.3;23.32;-5.19
2000;"Sep";9.9;17.79;-8.44
2000;"Oct";9.7;68.54;32.25
2000;"Nov";22.4;119.32;72.01
2000;"Dec";7.7;120.98;49.08
2001;"Jan";8.4;60.06;-40.83
2001;"Feb";11.9;103.5;14.44
2001;"Mar";6.7;72.87;-1.85
2001;"Apr";0.3;25.26;-20.33
2001;"May";-9;13.56;-26.88
2001;"Jun";1.8;32.26;2.09
2001;"Jul";-3.7;27.64;-4.54
2001;"Aug";-8.2;20.37;-8.14
2001;"Sep";1.4;18.37;-7.86
2001;"Oct";-1.9;45.11;8.82
2001;"Nov";7.2;59.52;12.21
2001;"Dec";-9.1;48.57;-23.33
2002;"Jan";2.7;77.91;-22.98
2002;"Feb";7.7;109.06;20
2002;"Mar";-5.2;35.4;-39.32
2002;"Apr";-3.8;16.48;-29.11
2002;"May";-14.5;14.44;-26
2002;"Jun";-6.3;26.39;-3.78
2002;"Jul";-7.6;10.63;-21.55
2002;"Aug";-14.6;21.27;-7.24
2002;"Sep";-8.2;17.86;-8.37
2002;"Oct";-7.4;9.94;-26.35
2002;"Nov";-6;16.03;-31.28
2002;"Dec";-10.6;36.26;-35.64
2003;"Jan";-2;50.28;-50.61
2003;"Feb";-7.4;130.68;41.62
2003;"Mar";-6.8;55.31;-19.41
2003;"Apr";-5.5;37.15;-8.44
2003;"May";-7.4;23.16;-17.28
2003;"Jun";-12;31.76;1.59
2003;"Jul";2.9;25.55;-6.63
2003;"Aug";-1.8;37.76;9.25
2003;"Sep";-2.2;12.76;-13.47
2003;"Oct";-1.9;34.61;-1.68
2003;"Nov";-3.4;22.47;-24.84
2003;"Dec";9.3;78.13;6.23
2004;"Jan";-11.6;135.36;34.47
2004;"Feb";9.1;93.96;4.9
2004;"Mar";0.2;50.97;-23.75
2004;"Apr";-15.4;30.24;-15.35
2004;"May";13.1;22.07;-18.37
2004;"Jun";-15.2;23.3;-6.87
2004;"Jul";-6.9;18.33;-13.85
2004;"Aug";-7.6;21.78;-6.73
2004;"Sep";-2.8;22.23;-4
2004;"Oct";-3.7;26.49;-9.8
2004;"Nov";-8.6;52.97;5.66
2004;"Dec";-8;92.11;20.21
2005;"Jan";1.8;97.18;-3.71
2005;"Feb";-28.6;52.15;-36.91
2005;"Mar";0.2;31.33;-43.39
2005;"Apr";-11.2;13.94;-31.65
2005;"May";-14.5;19.8;-20.64
2005;"Jun";2.6;77.49;47.32
2005;"Jul";0.9;25.4;-6.78
2005;"Aug";-6.9;29.75;1.24
2005;"Sep";3.9;28.32;2.09
2005;"Oct";10.9;49.25;12.96
2005;"Nov";-2;49.52;2.21
2005;"Dec";0.1;41.85;-30.05
2006;"Jan";12.7;103.43;2.54
2006;"Feb";0.1;48.93;-40.13
2006;"Mar";13.8;88.27;13.55
2006;"Apr";14.4;86.36;40.77
2006;"May";-9.8;20.89;-19.55
2006;"Jun";-6.3;30.34;0.17
2006;"Jul";-7.6;40.16;7.98
2006;"Aug";-15.9;10.35;-18.16
2006;"Sep";-5.8;20.89;-5.34
2006;"Oct";-16;6.52;-29.77
2006;"Nov";-1.4;24.85;-22.46
2006;"Dec";-3.5;42.06;-29.84
2007;"Jan";-7.8;116.24;15.35
2007;"Feb";-2.7;91.55;2.49
2007;"Mar";-1.4;58.81;-15.91
2007;"Apr";-3;19.58;-26.01
2007;"May";-2.7;33.82;-6.62
2007;"Jun";5;79.23;49.06
2007;"Jul";-5;13.41;-18.77
2007;"Aug";2.7;25.22;-3.29
2007;"Sep";1.4;14.57;-11.66
2007;"Oct";5.4;26.59;-9.7
2007;"Nov";9.2;62.99;15.68
2007;"Dec";14.4;104.86;32.96
2008;"Jan";14.1;126.29;25.4
2008;"Feb";21.3;135.42;46.36
2008;"Mar";12.2;39.82;-34.9
2008;"Apr";4.5;15.37;-30.22
2008;"May";-3.5;13.51;-26.93
2008;"Jun";4.2;30.76;0.59
2008;"Jul";2.2;42.81;10.63
2008;"Aug";9.1;17.88;-10.63
2008;"Sep";13.5;34.4;8.17
2008;"Oct";13.4;21.19;-15.1
2008;"Nov";17.1;77.14;29.83
2008;"Dec";13.3;70.96;-0.94
2009;"Jan";9.4;178.2;77.31
2009;"Feb";14.8;127.65;38.59
2009;"Mar";0.2;30.98;-43.74
2009;"Apr";8.6;47.23;1.64
2009;"May";-7.4;29.99;-10.45
2009;"Jun";-2.3;33.02;2.85
2009;"Jul";1.6;16.91;-15.27
2009;"Aug";-5;16.19;-12.32
2009;"Sep";3.9;21.03;-5.2
2009;"Oct";-14.7;23.52;-12.77
2009;"Nov";-6;37.22;-10.09
2009;"Dec";-7;81.95;10.05
2010;"Jan";-10.1;133.18;32.29
2010;"Feb";-14.5;158.45;69.39
2010;"Mar";-10.6;103.32;28.6
2010;"Apr";15.2;55.58;9.99
2010;"May";10;29.3;-11.14
2010;"Jun";1.8;18.02;-12.15
2010;"Jul";20.5;42.64;10.46
2010;"Aug";18.8;47.45;18.94
2010;"Sep";24.9;73.74;47.51
2010;"Oct";18.3;75.33;39.04
2010;"Nov";16.4;113.07;65.76
2010;"Dec";27.1;178.31;106.41
2011;"Jan";19.9;131.21;30.32
2011;"Feb";22.3;120.6;31.54
2011;"Mar";21.4;169.23;94.51
2011;"Apr";25.1;38.09;-7.5
2011;"May";2.1;22.69;-17.75
2011;"Jun";0.2;27.41;-2.76
2011;"Jul";10.7;22.58;-9.6
2011;"Aug";2.1;27.7;-0.81
2011;"Sep";11.7;24.11;-2.12
2011;"Oct";7.3;38.08;1.79
2011;"Nov";13.8;72.61;25.3
2011;"Dec";23;102.82;30.92
2012;"Jan";9.4;121.13;20.24
2012;"Feb";2.5;108.17;19.11
2012;"Mar";2.9;159.18;84.46
2012;"Apr";-7.1;26.89;-18.7
2012;"May";-2.7;34.59;-5.85
2012;"Jun";-10.4;40.95;10.78
2012;"Jul";-1.7;42.39;10.21
2012;"Aug";-5;15;-13.51
2012;"Sep";2.6;16.44;-9.79
2012;"Oct";2.4;18;-18.29
2012;"Nov";3.9;30.27;-17.04
2012;"Dec";-6;42.82;-29.08
2013;"Jan";-1.1;105.11;4.22
2013;"Feb";-3.6;69.99;-19.07
2013;"Mar";10.5;72.19;-2.53
2013;"Apr";0.3;30.69;-14.9
2013;"May";8.4;33.58;-6.86
2013;"Jun";13.9;35.82;5.65
2013;"Jul";8.1;24.71;-7.47
2013;"Aug";-0.5;18.15;-10.36
2013;"Sep";3.9;19.26;-6.97
2013;"Oct";-1.9;17.99;-18.3
2013;"Nov";9.2;60.54;13.23
2013;"Dec";0.6;29.37;-42.53
2014;"Jan";12.2;59.32;-41.57
2014;"Feb";-1.3;127.69;38.63
2014;"Mar";-13.3;80.24;5.52
2014;"Apr";8.6;43.63;-1.96
2014;"May";4.4;18.48;-21.96
2014;"Jun";-1.5;31.66;1.49
2014;"Jul";-3;14.37;-17.81
2014;"Aug";-11.4;32.56;4.05
2014;"Sep";-7.6;21.93;-4.3
2014;"Oct";-8;13.2;-23.09
2014;"Nov";-10;23.46;-23.85
2014;"Dec";-5.5;85.05;13.15
2015;"Jan";-7.8;119.62;18.73
2015;"Feb";0.6;52.93;-36.13
2015;"Mar";-11.2;39.33;-35.39
2015;"Apr";-3.8;39.93;-5.66
2015;"May";-13.7;30.08;-10.36
2015;"Jun";-12;34.03;3.86
2015;"Jul";-14.7;23.01;-9.17
2015;"Aug";-19.8;23.64;-4.87
2015;"Sep";-17.8;11.21;-15.02
2015;"Oct";-20.2;17.75;-18.54
2015;"Nov";-5.3;48.41;1.1
2015;"Dec";-9.1;82.73;10.83
2016;"Jan";-19.7;89.87;-11.02
2016;"Feb";-19.7;55.47;-33.59
2016;"Mar";-4.7;81.81;7.09
2016;"Apr";-22;14.46;-31.13
2016;"May";2.8;51.97;11.53
2016;"Jun";5.8;82.34;52.17
2016;"Jul";4.2;60.81;28.63
2016;"Aug";5.3;41.75;13.24
2016;"Sep";13.5;84.07;57.84
2016;"Oct";-4.3;32.66;-3.63
2016;"Nov";-0.7;28.49;-18.82
2016;"Dec";2.6;62.62;-9.28
2017;"Jan";1.3;106.52;5.63
2017;"Feb";-2.2;57.82;-31.24
2017;"Mar";5.1;103.64;28.92
2017;"Apr";-6.3;23.37;-22.22
2017;"May";0.5;32;-8.44
2017;"Jun";-10.4;12.91;-17.26
2017;"Jul";8.1;17.57;-14.61
2017;"Aug";3.3;18.41;-10.1
2017;"Sep";6.9;10.25;-15.98
2017;"Oct";9.1;69.6;33.31
2017;"Nov";11.8;44.61;-2.7
2017;"Dec";-1.4;49.69;-22.21
2018;"Jan";8.9;63.69;-37.2
2018;"Feb";-6;80.21;-8.85
2018;"Mar";10.5;108.17;33.45
2018;"Apr";4.5;14.4;-31.19
2018;"May";2.1;14.51;-25.93
2018;"Jun";-5.5;20.63;-9.54
2018;"Jul";1.6;15.31;-16.87
2018;"Aug";-6.9;16.49;-12.02
2018;"Sep";-10;10.04;-16.19
2018;"Oct";3;38.63;2.34
2018;"Nov";-0.1;40.07;-7.24
2018;"Dec";9.3;67.67;-4.23
2019;"Jan";-0.6;73.3;-27.59
2019;"Feb";-13.5;95.51;6.45
2019;"Mar";-6.8;100.94;26.22
2019;"Apr";-1.3;29.8;-15.79
2019;"May";-9;26.32;-14.12
2019;"Jun";-10.4;21.36;-8.81
2019;"Jul";-5.6;19.48;-12.7
2019;"Aug";-4.4;11.93;-16.58
2019;"Sep";-12.4;10.71;-15.52
2019;"Oct";-5.6;14.79;-21.5
2019;"Nov";-9.3;20.12;-27.19
2019;"Dec";-5.5;17.5;-54.4
