"HCI1";"HCI2";"HCI3";"NINO";"DMI";"SAM"
-2.621025;-0.715759;2.760355;0.735878732142323;-0.191647158400445;-0.775015095243726
-0.9388425;-1.5025;0.455508;0.413765067843652;0.0574595035472799;1.26706222170672
0.291905;-0.225117;1.039865;1.48579960683767;1.52900349333119;1.33233206504331
-1.03019;0.608842;-0.8103335;-0.336155806851691;0.65795503301067;0.722404314000402
-0.1626505;0.3095025;-0.131165;0.27787336571765;-0.137206629630412;0.722849841941266
1.230705;-0.02662185;-0.440276;1.39520513875366;3.58124645666212;1.35549951796824
0.0726438;1.037235;-0.501524;-1.98195531037771;-0.234539696219259;1.64642926335248
0.1929615;1.102525;0.7433915;-1.86116268626571;0.130046875240657;2.27195049232563
0.241497;0.83406;0.8007895;-1.08607668154703;-0.551284590881267;0.0786164394518259
-0.1831375;-0.8696075;-0.571225;0.383566911815652;0.116849171296406;1.4359173112942
1.729295;-0.770257;0.5138255;1.24421435861366;-0.0299752850833785;0.887472416090539
0.665503;-0.25949;0.5275245;0.685548472095656;1.16771634785734;0.153910661457853
-0.0929442;-0.267078;1.0477;1.208983176581;-0.749250150045022;0.737106736048916
0.638729;-0.240441;1.18738;-0.612972237108361;-0.623871962574644;-0.380722867579027
2.349685;0.3468185;0.575954;0.972430954361659;1.4976589464636;0.671614128741898
0.774065;2.10006;0.6373535;-1.85612966026104;0.293368461550755;1.76026165224324
1.28486;0.363467;0.2021735;-0.864623537341698;0.829525184285925;1.20580212983791
1.055485;0.1642905;1.321705;1.86327655718767;1.38382874994444;0.157697648955198
-1.379815;-0.3568385;1.7835;-1.78063427019104;0.963151936721459;1.10043477182356
-0.3290075;1.644145;0.746727;-1.27733166972437;0.331311860390474;1.89246410996765
0.752393;0.297479;0.8826105;0.0614532475169808;1.24360314553678;0.447351340877788
0.8528895;-1.1687;1.168785;0.00105693546098;0.514430002616948;0.326112009860639
0.436102;0.396023;0.764478;1.254280410623;-0.0596701189579418;1.64510584637538
1.17113;1.42977;1.23992;2.20048929950034;1.30134310029287;1.34932692116946
0.1410285;-1.641305;1.331445;0.0161560134749802;0.110250319324281;-0.202386374263652
0.745019;-0.8823135;1.96929;-0.295891598814357;0.801480063404393;1.67738628745115
